,Year,District Name,Age,Immigrants
713,2017,Nou Barris,45-49,38
714,2017,Nou Barris,45-49,8
715,2017,Nou Barris,45-49,55
716,2017,Nou Barris,45-49,36
717,2017,Nou Barris,45-49,74
718,2017,Nou Barris,45-49,23
719,2017,Nou Barris,45-49,5
720,2017,Nou Barris,45-49,45
721,2017,Nou Barris,45-49,3
722,2017,Sant Andreu,45-49,36
723,2017,Sant Andreu,45-49,5
724,2017,Sant Andreu,45-49,35
725,2017,Sant Andreu,45-49,108
726,2017,Sant Andreu,45-49,66
727,2017,Sant Andreu,45-49,43
728,2017,Sant Andreu,45-49,47
729,2017,Sant Martí,45-49,91
730,2017,Sant Martí,45-49,71
731,2017,Sant Martí,45-49,28
732,2017,Sant Martí,45-49,23
733,2017,Sant Martí,45-49,77
734,2017,Sant Martí,45-49,38
735,2017,Sant Martí,45-49,106
736,2017,Sant Martí,45-49,49
737,2017,Sant Martí,45-49,62
738,2017,Sant Martí,45-49,72
739,2017,No consta,45-49,0
740,2017,Ciutat Vella,50-54,132
741,2017,Ciutat Vella,50-54,81
742,2017,Ciutat Vella,50-54,53
743,2017,Ciutat Vella,50-54,73
744,2017,Eixample,50-54,82
745,2017,Eixample,50-54,115
746,2017,Eixample,50-54,114
747,2017,Eixample,50-54,115
748,2017,Eixample,50-54,124
749,2017,Eixample,50-54,79
750,2017,Sants-Montjuïc,50-54,100
751,2017,Sants-Montjuïc,50-54,1
752,2017,Sants-Montjuïc,50-54,63
753,2017,Sants-Montjuïc,50-54,20
754,2017,Sants-Montjuïc,50-54,29
755,2017,Sants-Montjuïc,50-54,33
756,2017,Sants-Montjuïc,50-54,55
757,2017,Sants-Montjuïc,50-54,106
758,2017,Les Corts,50-54,79
759,2017,Les Corts,50-54,40
760,2017,Les Corts,50-54,32
761,2017,Sarrià-Sant Gervasi,50-54,11
762,2017,Sarrià-Sant Gervasi,50-54,58
763,2017,Sarrià-Sant Gervasi,50-54,25
764,2017,Sarrià-Sant Gervasi,50-54,59
765,2017,Sarrià-Sant Gervasi,50-54,129
766,2017,Sarrià-Sant Gervasi,50-54,61
767,2017,Gràcia,50-54,34
768,2017,Gràcia,50-54,10
769,2017,Gràcia,50-54,16
770,2017,Gràcia,50-54,83
771,2017,Gràcia,50-54,50
772,2017,Horta-Guinardó,50-54,33
773,2017,Horta-Guinardó,50-54,16
774,2017,Horta-Guinardó,50-54,86
775,2017,Horta-Guinardó,50-54,17
776,2017,Horta-Guinardó,50-54,52
777,2017,Horta-Guinardó,50-54,21
778,2017,Horta-Guinardó,50-54,24
779,2017,Horta-Guinardó,50-54,7
780,2017,Horta-Guinardó,50-54,10
781,2017,Horta-Guinardó,50-54,2
782,2017,Horta-Guinardó,50-54,41
783,2017,Nou Barris,50-54,46
784,2017,Nou Barris,50-54,72
785,2017,Nou Barris,50-54,31
786,2017,Nou Barris,50-54,6
787,2017,Nou Barris,50-54,39
788,2017,Nou Barris,50-54,7
789,2017,Nou Barris,50-54,42
790,2017,Nou Barris,50-54,20
791,2017,Nou Barris,50-54,53
792,2017,Nou Barris,50-54,10
793,2017,Nou Barris,50-54,9
794,2017,Nou Barris,50-54,49
795,2017,Nou Barris,50-54,3
796,2017,Sant Andreu,50-54,29
797,2017,Sant Andreu,50-54,3
798,2017,Sant Andreu,50-54,30
799,2017,Sant Andreu,50-54,92
800,2017,Sant Andreu,50-54,59
801,2017,Sant Andreu,50-54,29
802,2017,Sant Andreu,50-54,31
803,2017,Sant Martí,50-54,68
804,2017,Sant Martí,50-54,40
805,2017,Sant Martí,50-54,14
806,2017,Sant Martí,50-54,22
807,2017,Sant Martí,50-54,57
808,2017,Sant Martí,50-54,47
809,2017,Sant Martí,50-54,81
810,2017,Sant Martí,50-54,50
811,2017,Sant Martí,50-54,43
812,2017,Sant Martí,50-54,63
813,2017,No consta,50-54,0
814,2017,Ciutat Vella,55-59,95
815,2017,Ciutat Vella,55-59,55
816,2017,Ciutat Vella,55-59,38
817,2017,Ciutat Vella,55-59,32
818,2017,Eixample,55-59,46
819,2017,Eixample,55-59,88
820,2017,Eixample,55-59,89
821,2017,Eixample,55-59,92
822,2017,Eixample,55-59,79
823,2017,Eixample,55-59,51
824,2017,Sants-Montjuïc,55-59,68
825,2017,Sants-Montjuïc,55-59,0
826,2017,Sants-Montjuïc,55-59,51
827,2017,Sants-Montjuïc,55-59,9
828,2017,Sants-Montjuïc,55-59,23
829,2017,Sants-Montjuïc,55-59,22
830,2017,Sants-Montjuïc,55-59,48
831,2017,Sants-Montjuïc,55-59,68
832,2017,Les Corts,55-59,49
833,2017,Les Corts,55-59,32
834,2017,Les Corts,55-59,22
835,2017,Sarrià-Sant Gervasi,55-59,4
836,2017,Sarrià-Sant Gervasi,55-59,39
837,2017,Sarrià-Sant Gervasi,55-59,19
838,2017,Sarrià-Sant Gervasi,55-59,31
839,2017,Sarrià-Sant Gervasi,55-59,100
840,2017,Sarrià-Sant Gervasi,55-59,32
841,2017,Gràcia,55-59,28
842,2017,Gràcia,55-59,8
843,2017,Gràcia,55-59,12
844,2017,Gràcia,55-59,69
845,2017,Gràcia,55-59,37
846,2017,Horta-Guinardó,55-59,44
847,2017,Horta-Guinardó,55-59,14
848,2017,Horta-Guinardó,55-59,44
849,2017,Horta-Guinardó,55-59,7
850,2017,Horta-Guinardó,55-59,35
851,2017,Horta-Guinardó,55-59,14
852,2017,Horta-Guinardó,55-59,12
853,2017,Horta-Guinardó,55-59,3
854,2017,Horta-Guinardó,55-59,10
855,2017,Horta-Guinardó,55-59,0
856,2017,Horta-Guinardó,55-59,33
857,2017,Nou Barris,55-59,37
858,2017,Nou Barris,55-59,54
859,2017,Nou Barris,55-59,34
860,2017,Nou Barris,55-59,1
861,2017,Nou Barris,55-59,19
862,2017,Nou Barris,55-59,7
863,2017,Nou Barris,55-59,29
864,2017,Nou Barris,55-59,13
865,2017,Nou Barris,55-59,31
866,2017,Nou Barris,55-59,14
867,2017,Nou Barris,55-59,0
868,2017,Nou Barris,55-59,22
869,2017,Nou Barris,55-59,1
870,2017,Sant Andreu,55-59,24
871,2017,Sant Andreu,55-59,3
872,2017,Sant Andreu,55-59,20
873,2017,Sant Andreu,55-59,70
874,2017,Sant Andreu,55-59,39
875,2017,Sant Andreu,55-59,19
876,2017,Sant Andreu,55-59,27
877,2017,Sant Martí,55-59,52
878,2017,Sant Martí,55-59,29
879,2017,Sant Martí,55-59,25
880,2017,Sant Martí,55-59,13
881,2017,Sant Martí,55-59,33
882,2017,Sant Martí,55-59,27
883,2017,Sant Martí,55-59,54
884,2017,Sant Martí,55-59,31
885,2017,Sant Martí,55-59,35
886,2017,Sant Martí,55-59,39
887,2017,No consta,55-59,0
888,2017,Ciutat Vella,60-64,60
889,2017,Ciutat Vella,60-64,33
890,2017,Ciutat Vella,60-64,30
891,2017,Ciutat Vella,60-64,37
892,2017,Eixample,60-64,36
893,2017,Eixample,60-64,77
894,2017,Eixample,60-64,73
895,2017,Eixample,60-64,65
896,2017,Eixample,60-64,73
897,2017,Eixample,60-64,39
898,2017,Sants-Montjuïc,60-64,55
899,2017,Sants-Montjuïc,60-64,0
900,2017,Sants-Montjuïc,60-64,36
901,2017,Sants-Montjuïc,60-64,12
902,2017,Sants-Montjuïc,60-64,22
903,2017,Sants-Montjuïc,60-64,20
904,2017,Sants-Montjuïc,60-64,30
905,2017,Sants-Montjuïc,60-64,48
906,2017,Les Corts,60-64,62
907,2017,Les Corts,60-64,29
908,2017,Les Corts,60-64,21
909,2017,Sarrià-Sant Gervasi,60-64,5
910,2017,Sarrià-Sant Gervasi,60-64,26
911,2017,Sarrià-Sant Gervasi,60-64,14
912,2017,Sarrià-Sant Gervasi,60-64,24
913,2017,Sarrià-Sant Gervasi,60-64,64
914,2017,Sarrià-Sant Gervasi,60-64,31
915,2017,Gràcia,60-64,18
916,2017,Gràcia,60-64,7
917,2017,Gràcia,60-64,13
918,2017,Gràcia,60-64,47
919,2017,Gràcia,60-64,28
920,2017,Horta-Guinardó,60-64,33
921,2017,Horta-Guinardó,60-64,10
922,2017,Horta-Guinardó,60-64,39
923,2017,Horta-Guinardó,60-64,13
924,2017,Horta-Guinardó,60-64,26
925,2017,Horta-Guinardó,60-64,16
926,2017,Horta-Guinardó,60-64,10
927,2017,Horta-Guinardó,60-64,4
928,2017,Horta-Guinardó,60-64,0
929,2017,Horta-Guinardó,60-64,0
930,2017,Horta-Guinardó,60-64,21
931,2017,Nou Barris,60-64,21
932,2017,Nou Barris,60-64,34
933,2017,Nou Barris,60-64,17
934,2017,Nou Barris,60-64,1
935,2017,Nou Barris,60-64,14
936,2017,Nou Barris,60-64,8
937,2017,Nou Barris,60-64,20
938,2017,Nou Barris,60-64,11
939,2017,Nou Barris,60-64,25
940,2017,Nou Barris,60-64,14
941,2017,Nou Barris,60-64,1
942,2017,Nou Barris,60-64,19
943,2017,Nou Barris,60-64,1
944,2017,Sant Andreu,60-64,16
945,2017,Sant Andreu,60-64,1
946,2017,Sant Andreu,60-64,15
947,2017,Sant Andreu,60-64,51
948,2017,Sant Andreu,60-64,45
949,2017,Sant Andreu,60-64,11
950,2017,Sant Andreu,60-64,21
951,2017,Sant Martí,60-64,39
952,2017,Sant Martí,60-64,26
953,2017,Sant Martí,60-64,17
954,2017,Sant Martí,60-64,12
955,2017,Sant Martí,60-64,38
956,2017,Sant Martí,60-64,14
957,2017,Sant Martí,60-64,54
958,2017,Sant Martí,60-64,24
959,2017,Sant Martí,60-64,29
960,2017,Sant Martí,60-64,42
961,2017,No consta,60-64,0
962,2017,Ciutat Vella,65-69,35
963,2017,Ciutat Vella,65-69,22
964,2017,Ciutat Vella,65-69,9
965,2017,Ciutat Vella,65-69,21
966,2017,Eixample,65-69,27
967,2017,Eixample,65-69,55
968,2017,Eixample,65-69,35
969,2017,Eixample,65-69,48
970,2017,Eixample,65-69,77
971,2017,Eixample,65-69,50
972,2017,Sants-Montjuïc,65-69,21
973,2017,Sants-Montjuïc,65-69,1
974,2017,Sants-Montjuïc,65-69,31
975,2017,Sants-Montjuïc,65-69,9
976,2017,Sants-Montjuïc,65-69,6
977,2017,Sants-Montjuïc,65-69,14
978,2017,Sants-Montjuïc,65-69,15
979,2017,Sants-Montjuïc,65-69,48
980,2017,Les Corts,65-69,47
981,2017,Les Corts,65-69,24
982,2017,Les Corts,65-69,15
983,2017,Sarrià-Sant Gervasi,65-69,6
984,2017,Sarrià-Sant Gervasi,65-69,19
985,2017,Sarrià-Sant Gervasi,65-69,15
986,2017,Sarrià-Sant Gervasi,65-69,22
987,2017,Sarrià-Sant Gervasi,65-69,42
988,2017,Sarrià-Sant Gervasi,65-69,21
989,2017,Gràcia,65-69,13
990,2017,Gràcia,65-69,3
991,2017,Gràcia,65-69,6
992,2017,Gràcia,65-69,39
993,2017,Gràcia,65-69,42
994,2017,Horta-Guinardó,65-69,28
995,2017,Horta-Guinardó,65-69,5
996,2017,Horta-Guinardó,65-69,27
997,2017,Horta-Guinardó,65-69,5
998,2017,Horta-Guinardó,65-69,18
999,2017,Horta-Guinardó,65-69,10
1000,2017,Horta-Guinardó,65-69,6
1001,2017,Horta-Guinardó,65-69,2
1002,2017,Horta-Guinardó,65-69,0
1003,2017,Horta-Guinardó,65-69,0
1004,2017,Horta-Guinardó,65-69,15
1005,2017,Nou Barris,65-69,17
1006,2017,Nou Barris,65-69,18
1007,2017,Nou Barris,65-69,17
1008,2017,Nou Barris,65-69,1
1009,2017,Nou Barris,65-69,4
1010,2017,Nou Barris,65-69,3
1011,2017,Nou Barris,65-69,17
1012,2017,Nou Barris,65-69,16
1013,2017,Nou Barris,65-69,22
1014,2017,Nou Barris,65-69,8
1015,2017,Nou Barris,65-69,2
1016,2017,Nou Barris,65-69,7
1017,2017,Nou Barris,65-69,0
1018,2017,Sant Andreu,65-69,7
1019,2017,Sant Andreu,65-69,4
1020,2017,Sant Andreu,65-69,4
1021,2017,Sant Andreu,65-69,48
1022,2017,Sant Andreu,65-69,28
1023,2017,Sant Andreu,65-69,14
1024,2017,Sant Andreu,65-69,11
1025,2017,Sant Martí,65-69,44
1026,2017,Sant Martí,65-69,16
1027,2017,Sant Martí,65-69,19
1028,2017,Sant Martí,65-69,10
1029,2017,Sant Martí,65-69,36
1030,2017,Sant Martí,65-69,16
1031,2017,Sant Martí,65-69,23
1032,2017,Sant Martí,65-69,12
1033,2017,Sant Martí,65-69,15
1034,2017,Sant Martí,65-69,31
1035,2017,No consta,65-69,0
1036,2017,Ciutat Vella,70-74,16
1037,2017,Ciutat Vella,70-74,9
1038,2017,Ciutat Vella,70-74,6
1039,2017,Ciutat Vella,70-74,11
1040,2017,Eixample,70-74,30
1041,2017,Eixample,70-74,40
1042,2017,Eixample,70-74,26
1043,2017,Eixample,70-74,42
1044,2017,Eixample,70-74,40
1045,2017,Eixample,70-74,31
1046,2017,Sants-Montjuïc,70-74,16
1047,2017,Sants-Montjuïc,70-74,0
1048,2017,Sants-Montjuïc,70-74,15
1049,2017,Sants-Montjuïc,70-74,5
1050,2017,Sants-Montjuïc,70-74,4
1051,2017,Sants-Montjuïc,70-74,9
1052,2017,Sants-Montjuïc,70-74,16
1053,2017,Sants-Montjuïc,70-74,19
1054,2017,Les Corts,70-74,30
1055,2017,Les Corts,70-74,7
1056,2017,Les Corts,70-74,6
1057,2017,Sarrià-Sant Gervasi,70-74,1
1058,2017,Sarrià-Sant Gervasi,70-74,16
1059,2017,Sarrià-Sant Gervasi,70-74,8
1060,2017,Sarrià-Sant Gervasi,70-74,27
1061,2017,Sarrià-Sant Gervasi,70-74,33
1062,2017,Sarrià-Sant Gervasi,70-74,20
1063,2017,Gràcia,70-74,9
1064,2017,Gràcia,70-74,3
1065,2017,Gràcia,70-74,13
1066,2017,Gràcia,70-74,21
1067,2017,Gràcia,70-74,20
1068,2017,Horta-Guinardó,70-74,9
1069,2017,Horta-Guinardó,70-74,5
1070,2017,Horta-Guinardó,70-74,24
1071,2017,Horta-Guinardó,70-74,5
1072,2017,Horta-Guinardó,70-74,10
1073,2017,Horta-Guinardó,70-74,8
1074,2017,Horta-Guinardó,70-74,10
1075,2017,Horta-Guinardó,70-74,7
1076,2017,Horta-Guinardó,70-74,1
1077,2017,Horta-Guinardó,70-74,0
1078,2017,Horta-Guinardó,70-74,18
1079,2017,Nou Barris,70-74,18
1080,2017,Nou Barris,70-74,11
1081,2017,Nou Barris,70-74,8
1082,2017,Nou Barris,70-74,1
1083,2017,Nou Barris,70-74,6
1084,2017,Nou Barris,70-74,2
1085,2017,Nou Barris,70-74,4
1086,2017,Nou Barris,70-74,9
1087,2017,Nou Barris,70-74,8
1088,2017,Nou Barris,70-74,4
1089,2017,Nou Barris,70-74,1
1090,2017,Nou Barris,70-74,5
1091,2017,Nou Barris,70-74,0
1092,2017,Sant Andreu,70-74,3
1093,2017,Sant Andreu,70-74,2
1094,2017,Sant Andreu,70-74,8
1095,2017,Sant Andreu,70-74,32
1096,2017,Sant Andreu,70-74,18
1097,2017,Sant Andreu,70-74,8
1098,2017,Sant Andreu,70-74,16
1099,2017,Sant Martí,70-74,16
1100,2017,Sant Martí,70-74,12
1101,2017,Sant Martí,70-74,8
1102,2017,Sant Martí,70-74,8
1103,2017,Sant Martí,70-74,13
1104,2017,Sant Martí,70-74,6
1105,2017,Sant Martí,70-74,18
1106,2017,Sant Martí,70-74,14
1107,2017,Sant Martí,70-74,12
1108,2017,Sant Martí,70-74,21
1109,2017,No consta,70-74,1
1110,2017,Ciutat Vella,75-79,12
1111,2017,Ciutat Vella,75-79,5
1112,2017,Ciutat Vella,75-79,5
1113,2017,Ciutat Vella,75-79,5
1114,2017,Eixample,75-79,14
1115,2017,Eixample,75-79,21
1116,2017,Eixample,75-79,27
1117,2017,Eixample,75-79,15
1118,2017,Eixample,75-79,33
1119,2017,Eixample,75-79,11
1120,2017,Sants-Montjuïc,75-79,12
1121,2017,Sants-Montjuïc,75-79,0
1122,2017,Sants-Montjuïc,75-79,15
1123,2017,Sants-Montjuïc,75-79,6
1124,2017,Sants-Montjuïc,75-79,3
1125,2017,Sants-Montjuïc,75-79,5
1126,2017,Sants-Montjuïc,75-79,9
1127,2017,Sants-Montjuïc,75-79,20
1128,2017,Les Corts,75-79,20
1129,2017,Les Corts,75-79,6
1130,2017,Les Corts,75-79,10
1131,2017,Sarrià-Sant Gervasi,75-79,2
1132,2017,Sarrià-Sant Gervasi,75-79,9
1133,2017,Sarrià-Sant Gervasi,75-79,10
1134,2017,Sarrià-Sant Gervasi,75-79,15
1135,2017,Sarrià-Sant Gervasi,75-79,24
1136,2017,Sarrià-Sant Gervasi,75-79,19
1137,2017,Gràcia,75-79,5
1138,2017,Gràcia,75-79,2
1139,2017,Gràcia,75-79,3
1140,2017,Gràcia,75-79,18
1141,2017,Gràcia,75-79,10
1142,2017,Horta-Guinardó,75-79,13
1143,2017,Horta-Guinardó,75-79,6
1144,2017,Horta-Guinardó,75-79,9
1145,2017,Horta-Guinardó,75-79,2
1146,2017,Horta-Guinardó,75-79,6
1147,2017,Horta-Guinardó,75-79,2
1148,2017,Horta-Guinardó,75-79,3
1149,2017,Horta-Guinardó,75-79,3
1150,2017,Horta-Guinardó,75-79,4
1151,2017,Horta-Guinardó,75-79,0
1152,2017,Horta-Guinardó,75-79,6
1153,2017,Nou Barris,75-79,6
1154,2017,Nou Barris,75-79,7
1155,2017,Nou Barris,75-79,0
1156,2017,Nou Barris,75-79,0
1157,2017,Nou Barris,75-79,9
1158,2017,Nou Barris,75-79,1
1159,2017,Nou Barris,75-79,6
1160,2017,Nou Barris,75-79,3
1161,2017,Nou Barris,75-79,11
1162,2017,Nou Barris,75-79,2
1163,2017,Nou Barris,75-79,0
1164,2017,Nou Barris,75-79,7
1165,2017,Nou Barris,75-79,1
1166,2017,Sant Andreu,75-79,3
1167,2017,Sant Andreu,75-79,0
1168,2017,Sant Andreu,75-79,5
1169,2017,Sant Andreu,75-79,17
1170,2017,Sant Andreu,75-79,11
1171,2017,Sant Andreu,75-79,3
1172,2017,Sant Andreu,75-79,10
1173,2017,Sant Martí,75-79,11
1174,2017,Sant Martí,75-79,7
1175,2017,Sant Martí,75-79,5
1176,2017,Sant Martí,75-79,5
1177,2017,Sant Martí,75-79,3
1178,2017,Sant Martí,75-79,2
1179,2017,Sant Martí,75-79,7
1180,2017,Sant Martí,75-79,6
1181,2017,Sant Martí,75-79,11
1182,2017,Sant Martí,75-79,12
1183,2017,No consta,75-79,0
1184,2017,Ciutat Vella,80-84,9
1185,2017,Ciutat Vella,80-84,2
1186,2017,Ciutat Vella,80-84,6
1187,2017,Ciutat Vella,80-84,3
1188,2017,Eixample,80-84,10
1189,2017,Eixample,80-84,21
1190,2017,Eixample,80-84,16
1191,2017,Eixample,80-84,12
1192,2017,Eixample,80-84,24
1193,2017,Eixample,80-84,8
1194,2017,Sants-Montjuïc,80-84,8
1195,2017,Sants-Montjuïc,80-84,0
1196,2017,Sants-Montjuïc,80-84,17
1197,2017,Sants-Montjuïc,80-84,4
1198,2017,Sants-Montjuïc,80-84,7
1199,2017,Sants-Montjuïc,80-84,6
1200,2017,Sants-Montjuïc,80-84,4
1201,2017,Sants-Montjuïc,80-84,21
1202,2017,Les Corts,80-84,23
1203,2017,Les Corts,80-84,7
1204,2017,Les Corts,80-84,10
1205,2017,Sarrià-Sant Gervasi,80-84,0
1206,2017,Sarrià-Sant Gervasi,80-84,17
1207,2017,Sarrià-Sant Gervasi,80-84,5
1208,2017,Sarrià-Sant Gervasi,80-84,16
1209,2017,Sarrià-Sant Gervasi,80-84,17
1210,2017,Sarrià-Sant Gervasi,80-84,10
1211,2017,Gràcia,80-84,6
1212,2017,Gràcia,80-84,2
1213,2017,Gràcia,80-84,2
1214,2017,Gràcia,80-84,19
1215,2017,Gràcia,80-84,11
1216,2017,Horta-Guinardó,80-84,11
1217,2017,Horta-Guinardó,80-84,5
1218,2017,Horta-Guinardó,80-84,12
1219,2017,Horta-Guinardó,80-84,4
1220,2017,Horta-Guinardó,80-84,11
1221,2017,Horta-Guinardó,80-84,3
1222,2017,Horta-Guinardó,80-84,2
1223,2017,Horta-Guinardó,80-84,6
1224,2017,Horta-Guinardó,80-84,4
1225,2017,Horta-Guinardó,80-84,0
1226,2017,Horta-Guinardó,80-84,6
1227,2017,Nou Barris,80-84,10
1228,2017,Nou Barris,80-84,8
1229,2017,Nou Barris,80-84,4
1230,2017,Nou Barris,80-84,1
1231,2017,Nou Barris,80-84,7
1232,2017,Nou Barris,80-84,4
1233,2017,Nou Barris,80-84,1
1234,2017,Nou Barris,80-84,2
1235,2017,Nou Barris,80-84,12
1236,2017,Nou Barris,80-84,1
1237,2017,Nou Barris,80-84,0
1238,2017,Nou Barris,80-84,1
1239,2017,Nou Barris,80-84,0
1240,2017,Sant Andreu,80-84,2
1241,2017,Sant Andreu,80-84,3
1242,2017,Sant Andreu,80-84,3
1243,2017,Sant Andreu,80-84,15
1244,2017,Sant Andreu,80-84,7
1245,2017,Sant Andreu,80-84,1
1246,2017,Sant Andreu,80-84,7
1247,2017,Sant Martí,80-84,13
1248,2017,Sant Martí,80-84,6
1249,2017,Sant Martí,80-84,2
1250,2017,Sant Martí,80-84,2
1251,2017,Sant Martí,80-84,10
1252,2017,Sant Martí,80-84,6
1253,2017,Sant Martí,80-84,6
1254,2017,Sant Martí,80-84,8
1255,2017,Sant Martí,80-84,12
1256,2017,Sant Martí,80-84,3
1257,2017,No consta,80-84,0
1258,2017,Ciutat Vella,85-89,8
1259,2017,Ciutat Vella,85-89,1
1260,2017,Ciutat Vella,85-89,0
1261,2017,Ciutat Vella,85-89,6
1262,2017,Eixample,85-89,5
1263,2017,Eixample,85-89,19
1264,2017,Eixample,85-89,14
1265,2017,Eixample,85-89,12
1266,2017,Eixample,85-89,15
1267,2017,Eixample,85-89,5
1268,2017,Sants-Montjuïc,85-89,6
1269,2017,Sants-Montjuïc,85-89,1
1270,2017,Sants-Montjuïc,85-89,8
1271,2017,Sants-Montjuïc,85-89,3
1272,2017,Sants-Montjuïc,85-89,4
1273,2017,Sants-Montjuïc,85-89,9
1274,2017,Sants-Montjuïc,85-89,1
1275,2017,Sants-Montjuïc,85-89,8
1276,2017,Les Corts,85-89,14
1277,2017,Les Corts,85-89,9
1278,2017,Les Corts,85-89,3
1279,2017,Sarrià-Sant Gervasi,85-89,1
1280,2017,Sarrià-Sant Gervasi,85-89,10
1281,2017,Sarrià-Sant Gervasi,85-89,7
1282,2017,Sarrià-Sant Gervasi,85-89,6
1283,2017,Sarrià-Sant Gervasi,85-89,21
1284,2017,Sarrià-Sant Gervasi,85-89,4
1285,2017,Gràcia,85-89,2
1286,2017,Gràcia,85-89,4
1287,2017,Gràcia,85-89,4
1288,2017,Gràcia,85-89,26
1289,2017,Gràcia,85-89,11
1290,2017,Horta-Guinardó,85-89,13
1291,2017,Horta-Guinardó,85-89,0
1292,2017,Horta-Guinardó,85-89,5
1293,2017,Horta-Guinardó,85-89,2
1294,2017,Horta-Guinardó,85-89,5
1295,2017,Horta-Guinardó,85-89,2
1296,2017,Horta-Guinardó,85-89,3
1297,2017,Horta-Guinardó,85-89,2
1298,2017,Horta-Guinardó,85-89,1
1299,2017,Horta-Guinardó,85-89,0
1300,2017,Horta-Guinardó,85-89,5
1301,2017,Nou Barris,85-89,8
1302,2017,Nou Barris,85-89,5
1303,2017,Nou Barris,85-89,6
1304,2017,Nou Barris,85-89,0
1305,2017,Nou Barris,85-89,4
1306,2017,Nou Barris,85-89,2
1307,2017,Nou Barris,85-89,0
1308,2017,Nou Barris,85-89,2
1309,2017,Nou Barris,85-89,3
1310,2017,Nou Barris,85-89,3
1311,2017,Nou Barris,85-89,0
1312,2017,Nou Barris,85-89,1
1313,2017,Nou Barris,85-89,1
1314,2017,Sant Andreu,85-89,0
1315,2017,Sant Andreu,85-89,0
1316,2017,Sant Andreu,85-89,0
1317,2017,Sant Andreu,85-89,18
1318,2017,Sant Andreu,85-89,3
1319,2017,Sant Andreu,85-89,1
1320,2017,Sant Andreu,85-89,4
1321,2017,Sant Martí,85-89,9
1322,2017,Sant Martí,85-89,11
1323,2017,Sant Martí,85-89,4
1324,2017,Sant Martí,85-89,1
1325,2017,Sant Martí,85-89,6
1326,2017,Sant Martí,85-89,4
1327,2017,Sant Martí,85-89,3
1328,2017,Sant Martí,85-89,1
1329,2017,Sant Martí,85-89,2
1330,2017,Sant Martí,85-89,6
1331,2017,No consta,85-89,0
1332,2017,Ciutat Vella,90-94,5
1333,2017,Ciutat Vella,90-94,3
1334,2017,Ciutat Vella,90-94,0
1335,2017,Ciutat Vella,90-94,2
1336,2017,Eixample,90-94,6
1337,2017,Eixample,90-94,7
1338,2017,Eixample,90-94,9
1339,2017,Eixample,90-94,12
1340,2017,Eixample,90-94,5
1341,2017,Eixample,90-94,5
1342,2017,Sants-Montjuïc,90-94,1
1343,2017,Sants-Montjuïc,90-94,0
1344,2017,Sants-Montjuïc,90-94,4
1345,2017,Sants-Montjuïc,90-94,4
1346,2017,Sants-Montjuïc,90-94,2
1347,2017,Sants-Montjuïc,90-94,5
1348,2017,Sants-Montjuïc,90-94,2
1349,2017,Sants-Montjuïc,90-94,5
1350,2017,Les Corts,90-94,8
1351,2017,Les Corts,90-94,3
1352,2017,Les Corts,90-94,4
1353,2017,Sarrià-Sant Gervasi,90-94,1
1354,2017,Sarrià-Sant Gervasi,90-94,7
1355,2017,Sarrià-Sant Gervasi,90-94,2
1356,2017,Sarrià-Sant Gervasi,90-94,9
1357,2017,Sarrià-Sant Gervasi,90-94,6
1358,2017,Sarrià-Sant Gervasi,90-94,4
1359,2017,Gràcia,90-94,2
1360,2017,Gràcia,90-94,3
1361,2017,Gràcia,90-94,1
1362,2017,Gràcia,90-94,7
1363,2017,Gràcia,90-94,6
1364,2017,Horta-Guinardó,90-94,9
1365,2017,Horta-Guinardó,90-94,1
1366,2017,Horta-Guinardó,90-94,2
1367,2017,Horta-Guinardó,90-94,0
1368,2017,Horta-Guinardó,90-94,1
1369,2017,Horta-Guinardó,90-94,0
1370,2017,Horta-Guinardó,90-94,0
1371,2017,Horta-Guinardó,90-94,3
1372,2017,Horta-Guinardó,90-94,2
1373,2017,Horta-Guinardó,90-94,0
1374,2017,Horta-Guinardó,90-94,9
1375,2017,Nou Barris,90-94,3
1376,2017,Nou Barris,90-94,3
1377,2017,Nou Barris,90-94,3
1378,2017,Nou Barris,90-94,0
1379,2017,Nou Barris,90-94,0
1380,2017,Nou Barris,90-94,0
1381,2017,Nou Barris,90-94,0
1382,2017,Nou Barris,90-94,1
1383,2017,Nou Barris,90-94,4
1384,2017,Nou Barris,90-94,0
1385,2017,Nou Barris,90-94,0
1386,2017,Nou Barris,90-94,0
1387,2017,Nou Barris,90-94,0
1388,2017,Sant Andreu,90-94,2
1389,2017,Sant Andreu,90-94,0
1390,2017,Sant Andreu,90-94,1
1391,2017,Sant Andreu,90-94,8
1392,2017,Sant Andreu,90-94,2
1393,2017,Sant Andreu,90-94,0
1394,2017,Sant Andreu,90-94,3
1395,2017,Sant Martí,90-94,4
1396,2017,Sant Martí,90-94,2
1397,2017,Sant Martí,90-94,0
1398,2017,Sant Martí,90-94,1
1399,2017,Sant Martí,90-94,4
1400,2017,Sant Martí,90-94,3
1401,2017,Sant Martí,90-94,2
1402,2017,Sant Martí,90-94,4
1403,2017,Sant Martí,90-94,1
1404,2017,Sant Martí,90-94,1
1405,2017,No consta,90-94,0
1406,2017,Ciutat Vella,95-99,0
1407,2017,Ciutat Vella,95-99,0
1408,2017,Ciutat Vella,95-99,1
1409,2017,Ciutat Vella,95-99,0
1410,2017,Eixample,95-99,2
1411,2017,Eixample,95-99,2
1412,2017,Eixample,95-99,1
1413,2017,Eixample,95-99,1
